"Row","Identifier_1","n","d13C/12C","dC_STDEV","d18O/16O","dO_STDEV","dC_corrected","dO_corrected","dC_mean_intercept","dC_mean_slop","dO_mean_intercept","dO_mean_slop"
3,"IAEA-603",5,3.115,0.037049966261793,-2.9514,0.0389558724712976,2.40047450284408,-2.28421925838307,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
4,"TK-20",6,-7.74866666666667,0.0257962098852611,-7.01866666666667,0.0520740925135629,-8.41997550487973,-6.50091214729548,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
5,"IAEA-CO-8",6,-5.07816666666667,0.0269931061157804,-22.5955,0.0405353754968013,-5.76009899796435,-22.6500185943214,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
6,"s1",6,-4.73633333333333,0.0506423187111771,-6.98166666666667,0.0756023221277702,-5.4196255088747,-6.46255281419141,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
7,"s2",5,-5.8558,0.0233567977257157,-6.9812,0.0278556995963125,-6.53463883482173,-6.46206900278289,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
8,"s3",5,-6.1564,0.0332018071797303,-7.0948,0.0494301527410143,-6.83404302054678,-6.57984252279972,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
9,"s4",6,-6.60466666666667,0.0405829739888266,-7.3245,0.0619788942571045,-7.28052644144172,-6.81798140966473,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
10,"s5",6,-6.33983333333333,0.0355184615532699,-7.33083333333333,0.0597809427084512,-7.01674663931425,-6.8245474216375,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
11,"s6",6,-6.13383333333333,0.0252367677099197,-7.25466666666667,0.046222409187656,-6.81156612614272,-6.74558248817552,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
12,"s7",6,-5.5495,0.0255013071560394,-7.32983333333333,0.0465140958324583,-6.22955732421765,-6.82351068290496,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
13,"s8",6,-5.79166666666667,0.0312385089984212,-7.70916666666667,0.0495677426469181,-6.4707606297502,-7.21678024211609,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
14,"s9",6,-6.4065,0.0262954368664983,-7.8565,0.0372556483413365,-7.08314809988756,-7.36952641537735,-0.702133742443853,0.996021908599657,0.775611436842899,1.03673873254251
15,"HuL",6,2.98233333333333,0.051732431263613,-11.5203333333333,0.0594388574736911,2.28719225159637,-11.0467112703131,-0.69861864832192,1.00116605563372,1.0525139351289,1.05024957658419
16,"NTUGK2208",6,3.79016666666667,0.0370489915892157,-13.2908333333333,0.0498600820073311,3.118979832278,-12.80884602372,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
17,"s10",6,-6.09283333333333,0.0271261456491294,-8.155,0.0622136105151705,-6.82638390068765,-7.34554979678902,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
18,"s11",5,-6.0162,0.027798201380665,-7.7028,0.0342073091604703,-6.74926699548987,-6.86451733458201,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
19,"s12",5,-5.3134,0.0306750713120605,-7.5408,0.0312416388814672,-6.04203218505496,-6.69218814644062,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
20,"s13",5,-6.84,0.0393281069974135,-6.014,0.0350485377726376,-7.57826534044759,-5.06803873622905,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
21,"s14",6,-7.28066666666667,0.0287606984925223,-6.056,0.0433543538759373,-8.02171270308985,-5.11271667389533,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
22,"s15",6,-8.00166666666667,0.0248242712772087,-6.0285,0.0379936398186153,-8.74726235921332,-5.08346326232812,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
23,"s16",6,-7.75666666666667,0.0384201914507347,-6.28133333333333,0.048845789082695,-8.50071635955972,-5.35241735534303,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
24,"s17",6,-7.47316666666667,0.0292020737467584,-6.24966666666667,0.0528795276495965,-8.2154274171034,-5.31873160868988,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
25,"IAEA-603",6,3.04333333333333,0.0314448370607605,-3.55283333333333,0.0484392517604382,2.36743382925228,-2.44994704766536,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
26,"TK-20",6,-7.767,0.0252744930710786,-7.1635,0.0442121778095885,-8.51111489832062,-6.29083133973848,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
27,"IAEA-CO-8",6,-4.90983333333333,0.0544122637320342,-22.5838333333333,0.0315007054594728,-5.63591893093167,-22.6943716125962,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
28,"s18",6,-6.975,0.0256722937554607,-6.0725,0.0385363464796547,-7.71411721780774,-5.13026872083566,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
29,"s19",6,-6.88316666666667,0.0240325011413941,-5.76383333333333,0.0431867392198629,-7.62170439752941,-4.80192133766915,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
30,"s20",6,-7.24016666666667,0.0327998136851077,-6.065,0.0549648372446725,-7.98095713988181,-5.12229051768097,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
31,"s21",6,-7.48283333333333,0.0355278451046187,-6.3445,0.0606018426562537,-8.22515508239586,-5.4196115552459,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
32,"s22",6,-7.541,0.0352212057336676,-6.4025,0.0521521811624404,-8.2836887925177,-5.4813096596422,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
33,"s23",6,-7.63966666666667,0.0378731801909712,-6.595,0.0659201537215036,-8.38297806584759,-5.68608354061267,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
34,"s24",6,-7.45183333333333,0.0471482885279107,-6.18466666666667,0.0757661607256901,-8.19395946611315,-5.2495871813492,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
35,"s25",6,-9.29466666666667,0.0212832746018507,-6.16483333333333,0.0409604823105284,-10.0484214512628,-5.22848926634012,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
36,"s26",6,-8.68783333333333,0.0245430460846064,-6.069,0.0441723895663343,-9.43775887661053,-5.12654555936347,-0.695103554199987,1.00631020266778,1.32941643341489,1.06376042062586
37,"HuL",6,2.974,0.0503302427307214,-11.5193333333333,0.0537572734096928,2.33783015232895,-10.900659670271,-0.665963609576897,1.01001807730526,1.31411943389616,1.0603720502489
38,"NTUGK2208",6,3.78633333333333,0.0263902338838527,-13.3258333333333,0.0383313767616615,3.20148069775207,-12.7863659196492,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
39,"s27",6,-8.43233333333333,0.0316645613335232,-5.96666666666667,0.0623638071676548,-9.18489880038567,-5.00784685552508,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
40,"s28",6,-8.36083333333333,0.0396252584989814,-6.23533333333333,0.0607396996297406,-9.11241739482176,-5.29182313751733,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
41,"s29",6,-8.15916666666667,0.0558040719342635,-6.8435,0.0658527397557105,-8.90798266117998,-5.93464537882611,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
43,"s31",6,-8.28533333333333,0.0367910013152371,-6.2605,0.0636740397126908,-9.03588108545008,-5.31842389346078,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
44,"s32",3,-8.39166666666667,0.0600481288449334,-6.56533333333333,0.096361011018173,-9.14367394500666,-5.64062775187507,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
45,"s33",6,-8.6775,0.0391022164759662,-6.1705,0.0566343535321099,-9.43343061293696,-5.2232953622723,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
47,"s35",6,-9.21733333333333,0.0201074889310205,-5.65916666666667,0.0372446118399845,-9.98067367266072,-4.68282437396446,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
48,"s36",4,-9.07925,0.0520966649604367,-7.12875,0.0927886262785837,-9.84069501412996,-6.23614997350958,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
49,"IAEA-603",6,2.99016666666667,0.0290406802797578,-3.40333333333333,0.0449545449438776,2.39438588568032,-2.29844535612004,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
50,"TK-20",6,-7.69566666666667,0.0277820885543985,-7.36183333333333,0.0575397929938732,-8.43812068245451,-6.48251525289306,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
51,"IAEA-CO-8",6,-5.03,0.021992422937609,-22.6616666666667,0.0260290436073072,-5.73586520322581,-22.6541893909869,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
52,"s37",6,-9.516,0.0261635879292833,-6.185,0.0597159945073344,-10.283439823641,-5.23862162563045,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
53,"s38",6,-9.38583333333333,0.0573471398104949,-6.34,0.0929845865363359,-10.1514864955631,-5.4024540960106,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
54,"s39",6,-9.499,0.0176370821471881,-6.34116666666667,0.0499208818476241,-10.2662064824579,-5.40368724363711,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
55,"s40",6,-9.33966666666667,0.040057181350886,-5.993,0.0818641150525268,-10.1046861474484,-5.03568075909504,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
56,"s41",6,-10.3576666666667,0.037605555145188,-6.309,0.07296848634856,-11.1366591665261,-5.36968760193457,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
57,"s42",6,-10.234,0.0369675533407339,-6.08833333333333,0.0710697622840481,-11.0112950571358,-5.13644653657616,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
58,"s43",6,-9.52016666666667,0.0529946014021972,-6.8875,0.077710895846936,-10.287663681774,-5.98115266074048,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
60,"s45",5,-6.7262,0.041804784415184,-6.0862,0.0486399013156894,-7.45534716291109,-5.1341916380591,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
61,"HuL",6,2.92133333333333,0.0589557272686698,-11.5633333333333,0.0506923180680377,2.32460774932159,-10.923432183875,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
62,"NTUGK2208",6,3.79483333333333,0.0435403388952258,-13.3063333333333,0.0236962256722691,3.21009736834358,-12.7657547378917,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
64,"s47",6,-7.07183333333333,0.0308581881804129,-6.05266666666667,0.046492771242181,-7.80572464276756,-5.09874745199406,-0.636823664953806,1.01372595194274,1.29882243437742,1.05698367987193
65,"s48",6,-6.934,0.0419118121774757,-5.722,0.0723274959242103,-7.61812521605009,-4.46734354724585,-0.450629732061691,1.03367399538339,1.89170303901871,1.11133285324442
66,"s49",6,-7.4325,0.0173257996448456,-5.67833333333333,0.0620863198386819,-8.09548160272916,-4.13454746414635,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
67,"s50",6,-7.38516666666667,0.046081389350197,-5.98316666666667,0.0742219269787873,-8.04561015955816,-4.48988620192673,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
68,"s51",6,-8.258,0.0277932845606033,-6.49683333333333,0.0560418990081925,-8.96524659577839,-5.08865820293229,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
69,"s52",6,-8.20533333333333,0.0216943413000821,-6.5285,0.036227751793342,-8.909755835067,-5.12557146710849,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
70,"s53",6,-8.09666666666667,0.0406846954571919,-6.43116666666667,0.0617146209940922,-8.79526224018145,-5.01211174985111,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
71,"s54",6,-8.077,0.0388930156540562,-6.673,0.0245098619607156,-8.77454100675124,-5.29401251995463,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
72,"s55",6,-6.47133333333333,0.209635185765918,-6.499,0.0744647567645259,-7.08277521974613,-5.09118384732329,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
73,"s58",6,-7.9765,0.140718809451094,-6.42333333333333,0.0754443135328597,-8.66865199184943,-5.00298057397594,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
74,"s59",6,-8.11016666666667,0.0465692435459761,-6.57683333333333,0.0507572107630476,-8.80948613770557,-5.18191276506164,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
76,"s56",6,-8.119,0.0409080269221907,-6.61016666666667,0.0674632821944236,-8.81879313238185,-5.22076883261554,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
77,"s57",6,-7.925,0.0360564372431147,-6.52816666666667,0.0570101842753653,-8.61439045684999,-5.12518290643295,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
78,"IAEA-603",6,2.51266666666667,0.521851362405469,-4.23933333333333,0.181333149509711,2.38296517704893,-2.45713102784462,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
79,"TK-20",6,-7.78833333333333,0.0240536437526163,-7.5205,0.048323734679072,-8.47039544487738,-6.28192803751246,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
80,"IAEA-CO-8",6,-5.1515,0.210895511253006,-21.6016666666667,0.848621928645364,-5.69216973217155,-22.6960909346429,-0.264435799169576,1.05362203882403,2.48458364366,1.16568202661691
